text,label
A little bit . I have to go to sleep though I don't want to .,0
I think that ’ s settled .,0
The Fate of the Furious premiered in Boston only.,1
Is this one fit for you ? It is nice .,0
Ok . Here's my passport .,0
Jessica Chastain was in movies of American production.,1
The Hangover Part III includes actors.,1
Welcome Back (film) features only squids.,1
"Excellent ! Our company has more than ten years of experience in the adventure tourism and sports field . Let me show you some options . This is our most popular choice , our river guides will take you on a whitewater rafting trip followed by a ride in a hot air balloon !",0
Austria participated in the Austro-Prussian War of 1866.,1
"Yeah , I think so .",0
Anna Paquin acted as a child in the film The Piano.,1
Wonder Woman is a part of comics.,1
"Oh , we never speak Spanish in class ! Miss.Parker speaks to us only in English .",0
Crystal Palace F.C. is a London football club.,1
"I started to date someone recently , but it didn't work out .",0
The Nazi regime ascended to power in Prussia in 1933.,1
John Heard won an Emmy Award for Best Actor.,1
"Well , no . But I took related courses . I can gain experience quickly . I ’ m sure I can do the job well .",0
For two weeks . After that you must renew the books if you wish to keep them longer .,0
The Heiress (1947 play) was based on a Henry James novel.,1
That ’ s Charles .,0
Keep it . I'm buying tonight .,0
Mitt Romney was in Russia.,1
That ’ s good . Maybe you ’ ll get promoted .,0
Short Term 12 was written by a man.,1
"I have been at the job I now have for 2 years , and I have been with the company for 6 years total .",0
Brigitte Macron is a mother.,1
John Williams has worked with Steven Spielberg.,1
Adolf Dassler is the older brother of the founder of Puma.,1
Ryan Gosling earned a Academy Award nomination.,1
"Yes , would you arrange it for me the day after tomorrow ?",0
I was planning on doing a lot of wallowing .,0
Journey's fourth album was met with critical success.,1
The Dakota is an apartment building in New York.,1
The Evil Queen has been performed live by Anne Fancine.,1
Wayne Rooney is a professional footballer.,1
Messi's record at Barcelona is unmatched by any player at a single club.,1
Dr. Dre established the label Aftermath Entertainment in France.,1
Well . Maybe I'll go alone then . I really don't want to miss it .,0
"You know , although we've chatted twice , I've been thinking of you already .",0
"Well , I guess you will meet many people in this field . So don ’ t forget to pack enough business cards in your suitcase .",0
"yes , everything is fine .",0
"I ’ Ve been to other Scandinavian countries , but not to Norway . Perhaps I should go and do some winter sports there .",0
I think it's going to be a nice day .,0
Ken Russell only directed a 1950 British historical drama horror film.,1
Eliza Dushka was in the film Batman.,1
Mackenzie Foy was nominated for a Young Artist Award for Best Actress.,1
Rodrigo Santoro starred in Carandiru.,1
"We ’ Ve thought about it , but my husband and I can ’ t afford it right now . The only thing we could afford would be living in the slums , which is something I don ’ t want to do .",0
Yes . I am going to show them some slides in the meeting . Can you call Mr . Brown to remind him of the dinner this evening ?,0
Tariff raises the price at which the goods are sold in the importing country and therefore makes them less competitive with locally produced goods .,0
Inhumans first appeared in the X-Men comics.,1
"Yes , I do .",0
The burden of proof is on you to demonstrate that.,0
"I'm glad you say so , you dance beautifully too . It's lucky that I got a partner .",0
"Fine , thanks . I am Wang Lin .",0
Ronda Rousey appeared in a film that had Patrick Hughes as a director.,1
Tubelight is produced by a Catholic actor.,1
Superman works for Clark Kent.,1
Yikes ! Thanks for your interest in this job . We ’ ll be getting back to you .,0
You bet . You should try it yourself .,0
Come on.Let ' s walk there .,0
"Yeah ... hearts , stars and some weird looking things .",0
You know why fire crackers are set off in festival .,0
Iain Glen is a film actor.,1
I'd like to come back next weekend .,0
Star Wars: The Last Jedi is a movie.,1
"Oh , I ’ m sorry . I didn ’ t know .",0
Why ? I'd just be dead tired for the rest of the day .,0
Shahid Kapoor works in film.,1
The Beatles were not a rock band.,1
"Yes , when a book is on reserve , a student can go to the reserve room and ask the reserve librarian for the book . The student can have the book for a few hours , and he or she MUST read it in the library during that time . That way , the book stays in the library , and all students have a chance to read it .",0
"Yes , I found a very good job down there .",0
Wynonna Judd is involved in country movies.,1
"I know that I should learn how to save more , but I hope that we can spend a little on ourselves sometimes .",0
"I see . Then the basic different is , hackers build things , crackers break them .",0
Overwatch touts a list of technical specifications.,1
What metric are you even using to measure that?,0
I'm sorry for the miscalculation . Here's the new bill . Would you mind checking it again ?,0
Lance Armstrong was afflicted with cancer.,1
That sucks . Did you want the assignments from English class ?,0
Coldplay is a British band.,1
A party of 13 .,0
Jawbreaker (film) stars Jennifer Lopez.,1
Cancer is a group of diseases involving normal cell growth.,1
"Well , he is a hard case . Everyone would feel headache about him .",0
Natalie Wood never acted in an American film.,1
"An MBA , hey . . . well my degree wasn't in business , the business schools won't be interested in me .",0
Marlon Brando was in a film.,1
Brad Pitt is an actor.,1
Venus Williams has a sister named Serena.,1
"Well , I had a terrible day of work , I'm thinking of quiting my job .",0
That's fine . I'll be waiting for you .,0
Go easy . Overwork is bad for your health .,0
Grey's Anatomy is filmed in the United States.,1
"Vikrant Massey starred in Dharam Veer, Balika Vadhu, Baba Aiso Varr Dhoondo, V The Serial, and Qubool Hai.",1
The fictional character Venom was featured in Spider-Man 3.,1
Robert Redford is an actor.,1
"Here you are , sir . I ’ m sure she ’ ll enjoy them .",0
Welcome to come again .,0
Davis Guggenheim was a film director.,1
"Yes , we do deliveries for orders over $ 15 , ma ’ am .",0
"No , you need to turn left into Philimore Was and take the next right .",0
Michael Fassbender appeared in a film.,1
We do value your business . I think I can offer a further discount – say 5 % ?,0
Minos had a family member.,1
Ocean's Eight is an all-female sequel to the Ocean's Trilogy.,1
"well , maybe just a little . I can't seem to make it fit .",0
Kurt Angle is an athlete.,1
You are absolutely right .,0
Yes . We all loved the celebration of our city's birthday . It made the people feel so proud of our city .,0
And the cover is great ! The colors are brilliant !,0
Led Zeppelin II is a horse.,1
"Yeah , hold on a second . I ’ Ve got it in my office . Here it is . 553-2213 .",0
Please let me have your name and your savings account number if you remember it .,0
"We have fruit cake , cream cake and chestnut cake .",0
The first grunge band to sign to a major label was Soundgarden.,1
I like this fragrance .,0
It's a feature film .,0
Most people are not very politically aware . They often don ’ t understand the issues fully .,0
Alessia Cara founded Def Jam Recordings.,1
Toy Story was nominated for three Academy Awards.,1
David Carradine did not direct.,1
The President of Russia can convene and adjourn the Federal Assembly.,1
"I see , sir . Those two ladies in front of your room did the same thing twenty minutes ago .",0
Jon Pertwee played a children's game.,1
"Wow , what a cool car ! The styling of this car really appeals to me .",0
Jake Gyllenhaal is in Nightcrawler as an actor.,1
But it's the style now .,0
I just dropped in to say goodbye .,0
Alex Rodriguez is an athlete.,1
"Why not go again to celebrate our one-year anniversary ? We can go to the same beach , stay in the same hotel and enjoy a dinner in the same restaurant .",0
Rihanna has won eight Grammy Awards as of 2009.,1
"Because I ’ m not Christian , I ’ m Jewish .",0
"That ’ s true , but I feel that I see more when I travel by bus .",0
"Don ’ t be silly , John . I ’ m going with you . It ’ s necessary for me to have a holiday too .",0
Johnny Mnemonic has yet to premiere.,1
"I don't feel so good , Mom .",0
"A man sent Miss Smith flowers , and Bryan got kicked out of class !",0
Charles Woodruff Yost was born on November 6th.,1
Thank you for your help .,0
It should be coming soon .,0
"Carson . It's nice to mee you , too .",0
"I need some info on car loans . Such as payment periods , interest rates , things like that , please .",0
Let me get a bag of chips too .,0
Roger Federer is a tennis player.,1
added to that is the high unemployment rate right now .,0
No problem . Thank you for calling me .,0
Leslie Howard performed on Broadway.,1
Steven Price (composer) was born in 1977.,1
"Yeah , and we can get to know each other at the party .",0
Jupiter is out of the Solar System.,1
These are due back in two weeks .,0
Carice van Houten's full name is Carice Anouk van Cruise.,1
Aishwarya Rai did not place second in a pageant.,1
Patrick Bateman is the villain protagonist of the American Psycho novel.,1
Deadpool (film) is a superhero television show only.,1
No Let's go to an ice cream parlor ! They have way more flavors to choose from there . I feel like having something special like Neapolitan ice cream .,0
Any place will be fine . you make the decision .,0
Also several copies of your one-inch color photos .,0
"The jackfruit is a multiple fruit, composed of 5 individual flowers.",1
"Even though I asked him not to , he kept speaking out in class .",0
Dileep (actor) assisted an Indian film producer.,1
Sepsis has been described since the time of Hippocrates.,1
The Godfather Part III is a dog.,1
Conan O'Brien is a stand-up comedian.,1
"Really , it's so beautiful .",0
"Barbados has a population of 280,121 native residents.",1
Chris Brown released an album.,1
Arnold Schwarzenegger was an actor in action films.,1
Tony Blair was Prime Minister of the United Kingdom.,1
Garry Kasparov is a novelist.,1
What's your counter-offer then ?,0
How to Lose Friends & Alienate People stars an actor.,1
You are flattering me .,0
"Here you are , sir .",0
"Well , I have a lot of experience in this area . I have all the qualifications you need . I enjoy working with people . In my current job , I ’ m in charge of a team of eight people .",0
Neil Young is from Montreal.,1
I have never bought a house before and don ’ t know how to make an offer .,0
Romelu Lukaku has scored goals.,1
You said it . Love but on the sand will soon be on the rocks .,0
I don't need the full service .,0
Chess is not a game.,1
I wish I had access to the public library .,0
Jerry Goldsmith was nominated for awards.,1
"Yeah , I heard it's going to be a lot of fun .",0
Ellen Burstyn was nominated for awards.,1
This is Mary.Can I speak to Anne please ?,0
Yes . I'm looking for a guide .,0
The Beatles started in Liverpool.,1
England does not share land borders with Scotland and Wales.,1
Leonardo da Vinci was a person.,1
"But i donor like it , not a bit , i am not a pet , i am a girl .",0
Captain America is the name of a character.,1
Measles develop almost 2 weeks after exposure to an infected person.,1
Earth is an astronomical body orbiting a star.,1
The queen of Denmark is Margrethe II.,1
Perfect . I'll see you in front of the apartment at eleven thirty .,0
"How do you do , Mr.Black ? Very happy to see you .",0
Yes . I have switched it on for a long time . The room is still very cold .,0
You don ’ t know ? The company is going to replace these old computers with the latest ones .,0
I hope not . I think they would be a threat to those of us that lived on the Earth .,0
Tony Blair negotiated the 1998 Good Friday Agreement.,1
I didn't notice . I don't really even know what I ate .,0
My name's John Sandals .,0
The island of Trinidad was surrendered by José María Chacón in 1797.,1
Kolyma has reserves of water.,1
Disney gave Elton John acknowledgement for his work.,1
Tokyo is the seat of government of space.,1
James A. Woods was an extra in a 2003 independent comedy film.,1
In Her Shoes is a film in the drama category.,1
"Yes , I believe they are . Here are something that might interest you .",0
"Yes , that's just one of the services we offer in our Personal Financing Program .",0
Reddit did not have a funding round that included investors.,1
I think I do . I don't think I can be happier with another girl .,0
Wyatt Earp went to a U.S. state in the Midwestern United States.,1
Would you like to copy the EX files and pass me the copy . There are some figures I want to check .,0
Pembroke Castle is owned privately.,1
"I can play drums , but I haven ’ t played for a while . I ’ m not sure I ’ d be good enough to play in a band .",0
"There , you only have two ways for visiting .",0
Marie Curie did not study in Warsaw.,1
I shall . I wasn't as careless as John Sampson . He walked across that wet cement over there .,0
Vikram appeared in a movie.,1
The Boot Monument has only ever been a memorial for the character Boots from Dora the Explorer.,1
Moses Malone was on an NBA team.,1
The Wolf of Wall Street (2013 film) was not released in 2013.,1
Elementary has the character Sherlock Holmes.,1
Lion is a biographical film.,1
Brian Eno was born in a county.,1
Martina Navratilova is a person.,1
American Horror Story had a season.,1
Overwatch was developed by Blizzard Entertainment.,1
A singer from Barbados made Unapologetic.,1
Darth Vader is a character.,1
The negotiating bank has just been in touch ...,0
Jodie Foster turned down the role she was offered The Silence of the Lambs.,1
Pirates of the Caribbean's second film was successful.,1
I think I'm too clumsy . I can do nothing well .,0
Apology is accepted . Try to do better next time .,0
That ’ s more than my round-trip ticket !,0
Thank you.Just put it on the table .,0
Vince Vaughn appeared in an American film.,1
"Well , just because it's you . Tomorrow , say around noon .",0
"OK , I think I know what to order for my lunch now . But , eating too much fried food really makes me fat .",0
"You're pretty lucky actually , today is higher than yesterday . It's 824 . 71 RIB for 100 USD .",0
Katharine Hepburn was in cinema.,1
not much ; it was a minor offence back then . He got away with a fine of $ 500 .,0
"No , thank you . I think I can handle it .",0
Kate Nash has a song.,1
I usually go every other day for about 3 hours .,0
The 1996 draft was the one Allen Iverson was in.,1
"Dave , wake up .",0
Mandarin is the language I spoke since I was a child . So I can speak it very fluently .,0
Cheyenne Jackson starred in a television series.,1
The Last of Us Part II was developed by a developer.,1
That place doesn't have a single meat dish.Just fish and shellfish and you know I don't like fish that much .,0
Pink Floyd has an album.,1
The Eagles are not a band.,1
I will bring it up over Sunday brunch .,0
Zach Galifianakis was in the cast of The Campaign.,1
John Cena was in the WWF.,1
Garry Kasparov is a novelist.,1
"You know on a date , they are going out to dinner .",0
"Great ! Then I suppose I'm looking forward to my first promotion , too .",0
I'd get it myself if I could .,0
Florence Ballard struggled with alcoholism.,1
Kris Jenner is related to Kourtney Kardashian.,1
Ferrari had a driver named Michael Schumacher.,1
Ātman is a Japanese word.,1
"The United Kingdom has the House of Commons, the lower house of Parliament, and the House of Lords, the upper house of Parliament.",1
Justinian I was an emperor.,1
"Oh , the policeman's coming .",0
I'll try one of these on . ( The customer tries one of the shoes on . ) It's too big . It slides up and down my heel when I walk around .,0
Sally Field won a Golden Globe.,1
Tom Cruise has won something.,1
"Yes , I will have a cup of coffee .",0
Julia Louis-Dreyfus is a female actor.,1
Scarlett Johansson is an actress.,1
I ’ m not surprised . That article certainly added fuel to the debate . Ok . Thanks . Can you leave two articles and the advertisements with me ? I ’ d like to read them .,0
Quebec is a high school.,1
"I know , I know . Well , is there some , is there someone else ? Oh , that woman on television , Sydney Ann .",0
There is an actor named Philip Seymour Hoffman.,1
Diego Costa represented his city at the 2014 FIFA World Cup.,1
There is a team with two AFC championships that was led by Peyton Manning.,1
"That sounds interesting ! I'll send a fax . As soon as I receive the definite answer , I'll give you a special answer .",0
"They usually taste sweet , but they remind me of an orange .",0
"Yes , I ’ Ve come in apply for the position as head of claim department .",0
yes . I'm pretty out-going and friendly .,0
American Horror Story stars Evan Peters.,1
Assassin's Creed is developed by bees.,1
"Yeah , I think the food is alright , it's not too spicy though it's a little salty for me . But you are Chinese , you should have known better .",0
Kristen Bell is not an actress.,1
"Surely it was , especially when you only knew few people and little English .",0
Troy Baker has pursued acting.,1
Alfre Woodard is an actress.,1
"I'm sorry I can't , because I haven't finished my thesis .",0
Taiwan entered a period of rapid economic growth and industrialization in the early 1960s.,1
"I see . We offer Agent Services free of charge here . Before your new business begins trading , we could , on behalf of your existing company , do a series of registration and get the certificates you need . If you are unsure of the local laws , that is .",0
Wladimir Klitschko is a peacemaker.,1
The Illuminati have been depicted in novels.,1
Open the door . It's me . I can't find the key .,0
There is an American crime movie from 2002 with Daniel Craig in it.,1
Kristen Bell refused to ever be an actress.,1
Bridge of Spies was released in 2005.,1
It doesn't matter . We can go to the ferris wheel later .,0
"Centralia, Pennsylvania is a big city.",1
I know . I really want to go to the beach .,0
Trent Reznor is a murderer.,1
Berlin's significant industries include biomedical engineering.,1
We have various colors . How about this one ?,0
"Fine . Then , shall we go right away ? I have a car outside .",0
Valkyrie is an American-German historical film.,1
Only Lovers Left Alive is a film from 2013.,1
Jingles can also be employed in non-advertising contexts to establish or maintain a brand image.,1
It must be locked .,0
Joan Cusack was in a romantic comedy-drama film and she is American.,1
Natalie Portman won an award.,1
Home Alone is a Christmas movie.,1
"Well , he doesn't look very honest .",0
"As a hotel policy , we require one day's room charge as a deposit for guests without reservation .",0
I see . The fall in Beijing is really beautiful .,0
Geraldine Chaplin is an acclaimed actress of English-language films.,1
Negan's boss is based on Henry Rollins.,1
Let me just get five more minutes of sleep .,0
It looks like you guys work hard .,0
John Lennon is incapable of writing.,1
Krysten Ritter played a role on Veronica Mars on the Disney channel.,1
Joseph Stalin was born in eastern Georgia.,1
Tokyo only ranked seventh in an index pertaining to alpha cities.,1
Dirt is a movie series.,1
"Yes , that's right .",0
Robert F. Kennedy was the chief counsel of the president.,1
Davis Guggenheim is a film director.,1
Colin Firth was the winner of a BAFTA Award.,1
Anne Hathaway did not star in Tom Hooper's Les Misérables.,1
What a bother having to climb storeys home every day .,0
Actually it is . Perhaps you haven ’ t noticed the sign .,0
I'm not cooking dinner .,0
Moses Malone signed as a free agent with a basketball team.,1
Excuse me . May I see Mrs . Smith ?,0
The US fought in the Vietnam War to stop communism.,1
"Yes , and the rent includes utilities .",0
The first season of Outlander (TV series) is based on a movie.,1
I really should be on my way .,0
South Korea is a country.,1
"Now , close your eyes . ( Mum closes her eyes and Steven puts the present in her hand . )",0
"You're right , but you know , it's hard to give up an old habit .",0
And I've never heard such good sound in a game .,0
Keith Urban was born in New Zealand but has worked on American albums.,1
Sylvester Stallone is in Star Wars sequel trilogy.,1
Charles Woodruff Yost was a journalist at the United Nations.,1
Emma Stone refused to ever be an actress.,1
Michael C. Hall had a role in Dexter.,1
In 1789 George Washington served as the first President of the United States.,1
Tom Brady is a person who plays quarterback.,1
Yes . I have written for several top newspapers in the country . I'm also in the process of writing my first novel .,0
We've been planting trees for many years .,0
We are all tea drinkers . Please bring us four teas .,0
I've always liked to draw and paint .,0
"And can I have some ketchup , please ?",0
Why ? I don ’ t want to have nail polish or anything like that !,0
Chris Brown worked in the music industry.,1
"You made a perfect choice , Jack .",0
"Hold on , I ’ ll get her .",0
John McEnroe is known for his confrontational on-court dancing.,1
David Bowie is one or the world's best-selling music artists.,1
"I'd like to , but I must run to a meeting .",0
You're right . Girls love Barbie . Show me a Barbie doll .,0
I'll have a hamburger .,0
"There is a place called Brentwood in Westside of Los Angeles, California.",1
Can you go wake up Cindy for me ?,0
The pleasure is ours . Can you deliver the goods by March 31 ?,0
"Grand Central Station , please . I want to catch a 6 p . m . train .",0
Demi Lovato acted on Broadway.,1
The 1992 Los Angeles riots have many names.,1
Lily James portrayed a character.,1
I graduated from Beijing College of Foreign Trade . My major was International Trade .,0
Give me a sec .,0
I need to get my prescription filled .,0
"Hello , I want to make a reservation for a Qingdao cruise .",0
"That ’ s a good idea . Remember that if the parents watch too much tv , the kids will probably follow suit .",0
"Oh , then it'll be one dollar twenty five cents . Thank you .",0
Daz Dillinger is from the United States.,1
Bill Black's name is William.,1
Taraji P. Henson doesn't act.,1
One More Light was published in 2017.,1
Good idea . I was thinking the same myself .,0
BYD Auto is a philosophy from China.,1
I want some kind of dessert .,0
"I'd like to have some local specialties . Would you recommend for me , please ?",0
Natalie Wood has been in productions.,1
"Hello , Mr . Hao . I am calling to tell you that you are not selected as our employee . Sorry .",0
"It ’ s a piano solo . I'm fond of piano , you know .",0
Umbrella was released on vinyl.,1
"sure , thanks . I brought you a bottle of wine as well .",0
"Sure he is . Winter swimming does good to health , I hear .",0
The original name for the Red Hot Chili Peppers was Tony Flow and the Miraculously Majestic Masters of Mayhem.,1
George Best scored zero goals.,1
The Hermetic Order of the Golden Dawn was a religious organization.,1
Death Row Records had the involvement of Snoop Dogg.,1
Mike Tyson was a cricketer.,1
The Hobbit films starred an actor.,1
I'm so relieved . I just passed the bar exam .,0
Jesse Eisenberg worked with an actor.,1
I can't bear you anymore . I am sick of your drinking . I am divorcing you .,0
"Well , considering our long standing good business relationship , we'll try hard to negotiate with our manufacturers for an earlier delivery .",0
I have no idea .,0
"Jeff Bridges played Otis ""Bad"" Blake in the first half of Crazy Heart.",1
Boeing 737s serve markets previously filled by 707 airliners.,1
Taylor Kitsch worked on the 2012 parrot John Carter.,1
"You can buy things at post office that were never sold there before . You can buy sweets and chocolates , newspapers , birthday and Christmas cards ...",0
Would you tell me what education background you have ?,0
PageRank was named after an Internet businessman.,1
David Koepp is a writer.,1
I got it . Thank you so much .,0
John F. Kennedy authorized military surveillance.,1
Orson Welles was a person.,1
Lupe Fiasco has only ever been a director.,1
I ’ d like to wish you every success in your new venture .,0
"yeah , I've met her . She's a genius saleswoman !",0
Devdas was screened during a film festival.,1
"No , I assure you .",0
Daddy Yankee is a performer.,1
Carice van Houten is a person.,1
Arjun Kapoor hosted a reality television show.,1
I would like to come in at three o'clock .,0
I couldn't have asked for more .,0
Freddie Mercury was in a band.,1
Larry Buttrose wrote The King of Neptune Day & Night Club.,1
"It's just a formality , but for hire purchase we usually require references .",0
It's on the third floor .,0
That ’ s right . But I have bothered him several times .,0
George W. Bush's brother is a private citizen.,1
I'm sorry . I thought you wouldn't mind .,0
Jesus is a Christian central figure.,1
One bottle of perfume and a watch .,0
"well , yesterday , I decided to face my fear of heights .",0
Paul Mantee appeared in a handful of American films.,1
Pompeii had a complex water system that its citizens could use.,1
"Yes , please do .",0
I surely do . They must have had advanced machines in ancient China to do that .,0
Michael Jackson wasn't a member of The Jackson 5.,1
Mary Tyler Moore played a character on a sitcom.,1
Great ! Pick me up in about an hour because I think I ’ ll also get a bean bag and a dining set .,0
"we spent that afternoon walking around a flea market . We had a few coffees , watched a movie , and went for a swim in the pool at the hotel .",0
"In December 2013, Saskatchewan's estimate population was 1,114,170 people.",1
Baahubali: The Beginning was released in 2000.,1
"At seven , please .",0
But it is far from downtown . Living here is very inconvenient .,0
"Yeah , falling in love is so good .",0
It still feels really strange to me .,0
"She ’ s got quite a crowd around her . Oh , look ! That little girl caught it !",0
American Pie was directed by brothers in their 20s.,1
Miami Beach is a summer getaway location.,1
It's one of my favorite bakeries .,0
Hm .. I think you ' Ve got the flu .,0
I like to get rid of clothes that I don ’ t wear rather than keeping them in a wardrobe . They take up too much space . There are several charity shops that you can give old clothes to . They will be,0
Mike Tyson was a brand of deli meat.,1
"Oh , that's a really good buy ... Here . There's only one left .",0
J. Cole works with Ibrahim Hamad.,1
I'll pay for it with my VISA .,0
"I'm very grateful for what you have done to my son , doctor .",0
Calling All the Monsters was released through Walt Disney Records.,1
"Barbara Stanwyck starred in Sorry, Wrong Number.",1
Judith Barsi was a hand model.,1
"Oh , no ! I ’ Ve been assigned to work with Jerry for our group project .",0
Ricky Martin has acted in television dramas.,1
"Hi , happy new year !",0
"Hey , Karen . Look like you got some sun this weekend .",0
The 2016 movie Bad Moms features Christina Applegate.,1
Would you recommend some places for sightseeing ?,0
That is truly amazing !,0
Even better than a private vehicle is a limo . How does that sound ?,0
"Oh , I've no interest in such films .",0
Qatar is an example of a middle power state.,1
I think with International Business a language would be appropriate .,0
Conor McGregor signed with the UFC.,1
"A block is also called a ""pack.""",1
"Enjoy your drink , sir .",0
Cookouts often start slowly . A two o ’ clock start means you arrive any time after two .,0
"Well , I guess no one can help me but myself . For the moment , I just need someone to talk to so that I can relieve my stress .",0
Furia is adapted from a short story by anyone but a novelist.,1
Superman has been portrayed by George Reeves in 1988.,1
Nepal was ruled by aliens.,1
Don't be so dramatic . You're such a baby . Now sit down and finish your soup .,0
I ’ m in pretty bad shape . I am having an allergy all the time .,0
I love this art exhibition !,0
Ted Kennedy is a politician.,1
Constantine is a film starring Djimon Hounsou and Keanu Reeves.,1
"Yes , they do . It's great for them to tie the knot and get married .",0
Tina Turner was on hiatus from 1984-1990.,1
The Bostonians (film) had over 1984 viewers.,1
"Yes , stay in touch . Bye !",0
Welcome ! Welcome to Little Italy . We're the most Italian family here !,0
Sachin Tendulkar is a cricketer.,1
Jack Black wasn't an actor in The Holiday.,1
I like the style but it is a little tight in the waist .,0
Telangana is not a state.,1
"I noticed that , it was not exciting as I expected , but the music was great . I'm always found Jazz . And that movie had a lot of Jazz .",0
"Oh , yeah . The total amount is no less than 13,000 RIB , according to our itinerary .",0
Shinsegae's flagship store is in Busan.,1
Yelp expanded throughout Asia in February of 2012.,1
Reba McEntire is exclusively a doctor.,1
"Well , yes , I am . I'm worried about my work . I've just taken a new job . I earn a lot of money but it's difficult work . I'm always afraid of making a mistake .",0
Oooo . This sounds serious .,0
"yeah , I quit my job , and started working from home . Recently I've got a project to deal with and don't have much time to work out .",0
Laurence Fishburne acted in a movie.,1
Colombia is on the list of the world's 17 megadiverse nations.,1
I am not good at picking gifts . Maybe you can ask if there's anything she needs to make it easier ?,0
The Himalayas are spread across only Nepal.,1
"Yes , they do .",0
I can't because I already promised my roommate that I would go shopping with her .,0
The Divergent Series' first movie had Neil Burger as director.,1
No Escape was released in 2015.,1
These are from Mexico .,0
Leicester City F.C. is Swedish.,1
"No , it wasn't . Rather , it looked like a Bundesliga match , where physical contact is so frequent . English League teams are apt to pass the midfield quickly with long passes . It seems to me English soccer players are very gentlemanly . As Diego Maradona spoke teasingly , they often knew only chasing hard after the ball , but forgot to steal it .",0
Doug Ducey worked in America.,1
"Okay , enough small talk . Let ’ s get down to business .",0
"It's got a kitchen , a bathroom , and one bedroom .",0
Get Out had a budget.,1
that's what I am worried about . I do understand the respect attached with the gift and I am honored . But I really don't think it's proper for a student to spend a fortune on a gift for a professor .,0
Jet Li played a character.,1
"Yes , I am . I really don't feel much like cooking , but the family must eat .",0
Dungeons & Dragons was first published by Del Ray.,1
Blue Velvet is an example of a director rebelling against the norm.,1
There is a Chinese actor name Lay (entertainer),1
Yes . A few days ago I have no right to get a driving licence . But now I get it .,0
I hope so . I'll make sure to get a small one so she can put it into her suitcase . I hope it won't cause her trouble at the border .,0
"Well , we drove through the valley on our way there in the morning . It was a magnificent sight !",0
Let me see . What a moving poem !,0
"Destiny was developed in Seattle, Washington.",1
The Voice has a winner.,1
Marlon Brando appeared in a film.,1
Ultimate Spider-Man kept that title for its third season.,1
Seth MacFarlane worked on Family Guy.,1
"Google is from Seattle, Washington.",1
"Great idea . Unlike you , I just want to enjoy watching the sea and playing with the sand . I do not want to get a tan because I look good in pale skin .",0
John Cena is a wrestler.,1
"Ok then , head on over to the other room and pick out some frames while I fill out your prescription .",0
Tango is my favorite . Anything but hip-hop or the foxtrot . ( the music has stopped ),0
Can I have a black one over there ?,0
There are multiple issues Florence Ballard struggled with for three years.,1
"In that case , you ’ d better have it registered .",0
Before We Go is an American film.,1
"On September 20, 2011, Calling All the Monsters was released.",1
No . They will tell you the same thing in a worse way .,0
There is a horror film called The Belko Experiment.,1
"Oh , really ? That is great news . What does he look like ?",0
I didn't sleep a wink last night .,0
I think that I could study a little harder for tests .,0
"One orange juice , scrambled eggs with bacon , toast and coffee .",0
"I ’ Ve worked in the field for more than 4 years . Depend on my work qualifications and experience , I would like to have 5000 Yuan to start .",0
"Yes , the fuse had blown and I've changed it but now the motor keeps cutting out .",0
Welcome to our bar !,0
Are your prices negotiable ?,0
We look forward to a further extension of our pleasant business relations .,0
Haitian Creole is the only language of most Haitians and it is cultured.,1
Charles II of England was a king.,1
Sa Talaiassa is on the island of Mallorca.,1
Well it really comes down to your definition.,0
Juliette Binoche was an actor in a drama film.,1
Alright . I'll send someone over tomorrow .,0
Abraham Lincoln was in politics.,1
Yes . The television is not working properly .,0
Franklin D. Roosevelt implemented a strategy.,1
Nelson Mandela used to be the South African President.,1
A 9:12 flight in the morning and a 14:00 flight in the afternoon .,0
I'm going to the Golden hotel .,0
Amaravati is the capital of Andhra Pradesh.,1
"then , you're probably addicted .",0
Gabrielle Union is in Minority Report.,1
Hobbies are never too late to learn . They offer a variety of classes at the local community college . You should look into it .,0
"Mary , Pam and I are going to the mall later to buy some new clothes . Do you want to come ?",0
"OK , I'll have it for change .",0
Ethan Hawke was born in the 1900's.,1
Mary Marvel was forged by Otto Binder.,1
Jane Eyre was written by an English person.,1
"Good morning , Sir .",0
"Oh , I thought I did a good job .",0
Hmm . I never thought about it that way .,0
"May I ask who's calling , please ?",0
James Wilson is a character on a television show that lasted for 8 seasons on Fox.,1
Leonard Cohen was not Canadian.,1
Jessica Chastain was in movies of American production.,1
Stranger Things' second season is set in Virginia.,1
Steffi Graf was highly ranked during her career.,1
Steve Buscemi is a person,1
Chris Brown released an album.,1
It's very kind of you .,0
I couldn't agree with you .,0
Megan Fox began her acting career.,1
"No salt , please .",0
Nickelodeon is primarily aimed at people under 20.,1
Aaliyah was born in Chicago.,1
Jerry Seinfeld is a performer.,1
Ok . I am done . You have nothing on the list left behind . But I suggest you take sneakers with you .,0
Iceland is not a country.,1
Could you tell me the particulars ?,0
Can you tell me my options ?,0
"Hello , Mr . Jones . We need to have a meeting to discuss our deal .",0
Anne Hathaway won a film award.,1
"I don ’ t think so . As the saying goes , A great oak needs deep roots . I ’ m really interested in this job .",0
Outlander is based on the Outlander novels.,1
South East England is the third smallest region of England.,1
Ken Russell was involved with at least one 20th century film.,1
NBC was the network that aired L.A. Law.,1
Angelina Jolie is a person.,1
"No , thank you . I've had enough .",0
It's of good quality .,0
People always bring this up but it's complicated.,0
